session_id,session_length,total_spend,avg_price,price_std,category_diversity,product_diversity,color_diversity,location_diversity,photo_diversity,page_diversity,country,month,day_of_week,avg_price_per_click,category_engagement,product_engagement,price_sensitivity,min_price,max_price,conversion_target,revenue_target
3657,13,609,46.84615384615385,11.61067148392772,3,12,9,6,2,4,29,4,0,46.84615384615385,0.23076923076923078,0.9230769230769231,0.24784684612653587,28,67,1,1610.8049999999996
3658,13,574,44.15384615384615,13.867504905630726,2,12,8,5,2,2,29,4,0,44.15384615384615,0.15384615384615385,0.9230769230769231,0.3140724107547029,28,67,1,1452.22
3659,2,114,57.0,0.0,1,2,2,2,1,1,29,4,0,57.0,0.5,1.0,0.0,57,57,0,143.64
3660,4,176,44.0,8.205689083394114,3,4,4,4,1,1,29,4,0,44.0,0.75,1.0,0.1864929337135026,33,52,0,283.35999999999996
3661,4,205,51.25,13.225606476327151,1,4,2,3,1,2,29,4,0,51.25,0.25,1.0,0.2580606141722371,38,67,0,301.35
3662,9,443,49.22222222222222,12.01850425154663,3,9,6,6,2,2,29,4,0,49.22222222222222,0.3333333333333333,1.0,0.2441682579320986,33,67,1,967.9549999999998
3663,1,43,43.0,,1,1,1,1,1,1,29,4,0,43.0,1.0,1.0,,43,43,0,49.665000000000006
3664,2,76,38.0,7.0710678118654755,2,2,2,2,1,1,29,4,0,38.0,1.0,1.0,0.18608073189119673,33,43,0,100.32000000000001
3665,45,1901,42.24444444444445,12.055092389743534,4,33,8,6,2,5,29,4,0,42.24444444444445,0.08888888888888889,0.7333333333333333,0.28536515388661704,23,62,1,12546.6
3666,5,194,38.8,7.791020472312983,3,5,4,5,1,2,29,4,0,38.8,0.6,1.0,0.20079949670909752,33,52,0,334.65
3667,19,774,40.73684210526316,10.071092323318027,4,19,11,5,2,5,29,4,0,40.73684210526316,0.21052631578947367,1.0,0.24722319656723837,23,62,1,2693.5200000000004
3668,10,507,50.7,15.33369564789331,3,10,7,5,2,4,34,4,0,50.7,0.3,1.0,0.3024397563687043,28,82,1,1166.1
3669,2,90,45.0,24.041630560342615,2,2,2,2,1,1,29,4,0,45.0,1.0,1.0,0.5342584568965025,28,62,0,118.80000000000001
3670,2,95,47.5,6.363961030678928,2,2,2,2,1,1,44,4,0,47.5,1.0,1.0,0.13397812696166164,43,52,0,125.4
3671,5,267,53.4,6.06630035524124,2,5,5,5,2,2,29,4,0,53.4,0.4,1.0,0.1136011302479633,48,62,0,440.55
3672,2,80,40.0,16.97056274847714,1,2,2,2,1,2,29,4,0,40.0,0.5,1.0,0.42426406871192845,28,52,0,100.80000000000001
3673,11,530,48.18181818181818,12.58426145483462,2,11,6,6,2,4,29,4,0,48.18181818181818,0.18181818181818182,1.0,0.2611827849116619,28,62,1,1224.3000000000002
3674,4,172,43.0,7.071067811865475,2,4,3,4,2,2,29,4,0,43.0,0.5,1.0,0.1644434374852436,33,48,0,264.88
3675,5,209,41.8,12.537942414925983,2,5,2,3,2,4,29,4,0,41.8,0.4,1.0,0.2999507754766982,28,62,0,344.85
3676,9,271,30.11111111111111,8.75277733700059,2,6,5,4,1,3,9,4,0,30.11111111111111,0.2222222222222222,0.6666666666666666,0.29068264218821144,20,48,1,566.39
3677,3,109,36.333333333333336,10.408329997330664,1,3,3,2,1,3,9,4,0,36.333333333333336,0.3333333333333333,1.0,0.28646779809166967,28,48,0,148.78500000000003
3678,9,453,50.333333333333336,19.52562418976664,2,9,5,6,2,1,29,4,0,50.333333333333336,0.2222222222222222,1.0,0.3879263084059597,28,82,1,946.77
3679,2,100,50.0,9.899494936611665,2,2,2,2,1,2,9,4,0,50.0,1.0,1.0,0.1979898987322333,43,57,0,132.0
3681,1,48,48.0,,1,1,1,1,1,1,29,4,0,48.0,1.0,1.0,,48,48,0,55.440000000000005
3682,1,43,43.0,,1,1,1,1,1,1,46,4,0,43.0,1.0,1.0,,43,43,0,49.665000000000006
3683,1,48,48.0,,1,1,1,1,1,1,46,4,0,48.0,1.0,1.0,,48,48,0,55.440000000000005
3684,1,28,28.0,,1,1,1,1,1,1,46,4,0,28.0,1.0,1.0,,28,28,0,32.34
3685,1,48,48.0,,1,1,1,1,1,1,46,4,0,48.0,1.0,1.0,,48,48,0,55.440000000000005
3686,1,52,52.0,,1,1,1,1,1,1,46,4,0,52.0,1.0,1.0,,52,52,0,60.06
3687,1,57,57.0,,1,1,1,1,1,1,46,4,0,57.0,1.0,1.0,,57,57,0,65.83500000000001
3688,1,43,43.0,,1,1,1,1,1,1,46,4,0,43.0,1.0,1.0,,43,43,0,49.665000000000006
3689,1,43,43.0,,1,1,1,1,1,1,46,4,0,43.0,1.0,1.0,,43,43,0,49.665000000000006
3690,2,76,38.0,0.0,1,2,1,2,2,1,9,4,0,38.0,0.5,1.0,0.0,38,38,0,95.76
3691,1,57,57.0,,1,1,1,1,1,1,9,4,0,57.0,1.0,1.0,,57,57,0,65.83500000000001
3692,3,119,39.666666666666664,2.88675134594813,2,3,3,2,2,1,29,4,0,39.666666666666664,0.6666666666666666,1.0,0.07277524401549908,38,43,0,170.17000000000004
3693,2,96,48.0,0.0,1,1,1,1,1,1,29,4,0,48.0,0.5,0.5,0.0,48,48,0,120.96
3694,2,76,38.0,0.0,1,1,1,1,1,1,29,4,0,38.0,0.5,0.5,0.0,38,38,0,95.76
3695,9,424,47.111111111111114,13.327081867802535,3,9,5,5,2,2,29,4,0,47.111111111111114,0.3333333333333333,1.0,0.28288617172222363,28,67,1,926.4399999999998
3696,15,560,37.333333333333336,7.527726527090809,2,15,9,5,2,5,29,4,0,37.333333333333336,0.13333333333333333,1.0,0.20163553197564665,28,48,1,1540.0000000000002
3697,1,52,52.0,,1,1,1,1,1,1,29,4,0,52.0,1.0,1.0,,52,52,0,60.06
3699,2,61,30.5,3.5355339059327378,2,2,2,2,1,1,29,4,0,30.5,1.0,1.0,0.11591914445681108,28,33,0,80.52000000000001
3700,2,119,59.5,10.606601717798213,1,2,2,2,1,1,29,4,0,59.5,0.5,1.0,0.1782622137445078,52,67,0,149.94
3701,1,38,38.0,,1,1,1,1,1,1,29,4,0,38.0,1.0,1.0,,38,38,0,43.89000000000001
3702,4,153,38.25,15.649813630413197,2,4,3,3,1,2,29,4,0,38.25,0.5,1.0,0.40914545438988753,20,57,0,235.62
3703,1,28,28.0,,1,1,1,1,1,1,29,4,0,28.0,1.0,1.0,,28,28,0,32.34
3704,7,284,40.57142857142857,10.690449676496975,4,7,6,5,2,3,29,4,0,40.57142857142857,0.5714285714285714,1.0,0.2634969990685874,28,57,1,579.36
3705,13,605,46.53846153846154,11.47907795814763,2,10,5,6,2,2,16,4,0,46.53846153846154,0.15384615384615385,0.7692307692307693,0.2466578734808582,28,62,1,1530.65
3706,2,105,52.5,13.435028842544403,1,2,1,2,1,1,29,4,0,52.5,0.5,1.0,0.2559053112865601,43,62,0,132.3
3707,7,291,41.57142857142857,6.267831705280087,4,6,5,5,2,2,29,4,0,41.57142857142857,0.5714285714285714,0.8571428571428571,0.15077258397580967,33,48,1,593.64
3708,3,129,43.0,8.660254037844387,2,3,3,3,2,2,29,4,0,43.0,0.6666666666666666,1.0,0.2014012566940555,33,48,0,184.47000000000003
3709,9,480,53.333333333333336,20.40833163195855,2,5,2,3,2,2,23,4,0,53.333333333333336,0.2222222222222222,0.5555555555555556,0.3826562180992228,20,82,1,1003.2
3710,1,48,48.0,,1,1,1,1,1,1,29,4,0,48.0,1.0,1.0,,48,48,0,55.440000000000005
3711,1,28,28.0,,1,1,1,1,1,1,29,4,0,28.0,1.0,1.0,,28,28,0,32.34
3712,2,103,51.5,4.949747468305833,1,2,2,2,1,2,9,4,0,51.5,0.5,1.0,0.09611160132632685,48,55,0,129.78
3713,3,99,33.0,8.660254037844387,1,3,3,2,2,1,29,4,0,33.0,0.3333333333333333,1.0,0.262431940540739,28,43,0,135.13500000000002
3714,1,48,48.0,,1,1,1,1,1,1,29,4,0,48.0,1.0,1.0,,48,48,0,55.440000000000005
3715,3,152,50.666666666666664,10.96965511460289,1,3,2,3,1,1,29,4,0,50.666666666666664,0.3333333333333333,1.0,0.21650635094610968,38,57,0,207.48
3716,14,717,51.214285714285715,13.857397754537919,2,11,6,5,2,2,9,4,0,51.214285714285715,0.14285714285714285,0.7857142857142857,0.2705768041332369,28,72,1,1892.8800000000003
3717,2,104,52.0,0.0,1,1,1,1,1,1,9,4,0,52.0,0.5,0.5,0.0,52,52,0,131.04
3718,5,218,43.6,16.92040188648012,1,5,3,3,2,2,29,4,0,43.6,0.2,1.0,0.38808261207523215,28,62,0,343.35
3719,2,95,47.5,13.435028842544403,1,2,2,1,1,1,29,4,0,47.5,0.5,1.0,0.282842712474619,38,57,0,119.7
3720,5,289,57.8,8.31865373723417,1,5,3,5,1,3,29,4,0,57.8,0.2,1.0,0.14392134493484723,43,62,0,455.175
3721,3,138,46.0,7.211102550927978,2,3,2,3,1,3,29,4,0,46.0,0.6666666666666666,1.0,0.1567630989332169,38,52,0,197.34000000000003
3722,18,805,44.72222222222222,6.9519828365349925,2,15,9,5,2,3,9,4,0,44.72222222222222,0.1111111111111111,0.8333333333333334,0.15544806342562717,28,55,1,2479.4
3723,7,352,50.285714285714285,8.138678961483567,2,7,3,5,1,2,29,4,0,50.285714285714285,0.2857142857142857,1.0,0.16184872934768457,38,62,1,658.2400000000001
3724,13,662,50.92307692307692,14.823750866214318,1,11,4,4,2,3,29,4,1,50.92307692307692,0.07692307692307693,0.8461538461538461,0.29110084782596096,28,82,1,1598.73
3725,1,28,28.0,,1,1,1,1,1,1,29,4,1,28.0,1.0,1.0,,28,28,0,32.34
3726,5,272,54.4,7.956129712366434,2,5,4,4,2,2,29,4,1,54.4,0.4,1.0,0.14625238441850064,48,67,0,448.8
3727,7,285,40.714285714285715,8.750510189207745,2,7,5,3,1,2,29,4,1,40.714285714285715,0.2857142857142857,1.0,0.2149248116647516,28,57,1,532.9500000000002
3728,5,208,41.6,11.907980517283358,2,5,5,3,2,3,29,4,1,41.6,0.4,1.0,0.2862495316654653,33,57,0,343.20000000000005
3729,9,396,44.0,12.409673645990857,3,8,5,5,2,2,29,4,1,44.0,0.3333333333333333,0.8888888888888888,0.2820380374088831,28,72,1,865.2599999999999
3730,12,509,42.416666666666664,10.841488771745272,3,12,4,5,2,2,29,4,1,42.416666666666664,0.25,1.0,0.25559502015902413,28,62,1,1287.7700000000002
3731,8,352,44.0,9.885053652574971,3,8,6,4,1,2,42,4,1,44.0,0.375,1.0,0.2246603102857948,33,62,1,728.64
3732,1,62,62.0,,1,1,1,1,1,1,29,4,1,62.0,1.0,1.0,,62,62,0,71.61
3733,1,26,26.0,,1,1,1,1,1,1,29,4,1,26.0,1.0,1.0,,26,26,0,30.03
3734,18,836,46.44444444444444,9.924551981129618,3,16,8,6,2,1,29,4,1,46.44444444444444,0.16666666666666666,0.8888888888888888,0.2136865259094894,28,62,1,2691.9199999999996
3735,3,109,36.333333333333336,2.88675134594813,2,2,2,1,2,2,29,4,1,36.333333333333336,0.6666666666666666,0.6666666666666666,0.07945187190682926,33,38,0,155.87000000000003
3737,14,669,47.785714285714285,14.550593809868387,3,13,5,4,2,2,29,4,1,47.785714285714285,0.21428571428571427,0.9285714285714286,0.30449673144717104,28,82,1,1846.44
3738,3,171,57.0,0.0,1,3,3,3,1,2,29,4,1,57.0,0.3333333333333333,1.0,0.0,57,57,0,233.41500000000002
3739,3,128,42.666666666666664,8.082903768654761,1,3,3,2,1,2,29,4,1,42.666666666666664,0.3333333333333333,1.0,0.18944305707784598,38,52,0,174.72000000000003
3740,9,353,39.22222222222222,11.410278017841831,3,9,6,4,2,1,29,4,1,39.22222222222222,0.3333333333333333,1.0,0.2909136038543243,23,60,1,771.3049999999998
3741,1,43,43.0,,1,1,1,1,1,1,29,4,1,43.0,1.0,1.0,,43,43,0,49.665000000000006
3742,7,344,49.142857142857146,9.856107606091623,3,6,6,4,2,3,29,4,1,49.142857142857146,0.42857142857142855,0.8571428571428571,0.20056032919372488,38,62,1,672.52
3743,3,147,49.0,9.848857801796104,1,3,3,2,2,2,29,4,1,49.0,0.3333333333333333,1.0,0.20099709799583887,38,57,0,200.655
3744,6,205,34.166666666666664,11.923366415013282,2,6,5,4,2,3,9,4,1,34.166666666666664,0.3333333333333333,1.0,0.3489765780003888,20,48,1,360.8
3745,9,410,45.55555555555556,14.61258970127396,3,9,5,5,2,3,9,4,1,45.55555555555556,0.3333333333333333,1.0,0.3207641641743064,28,72,1,895.8499999999999
3746,1,43,43.0,,1,1,1,1,1,1,29,4,1,43.0,1.0,1.0,,43,43,0,49.665000000000006
3747,7,256,36.57142857142857,10.293317295817756,3,7,6,5,2,2,29,4,1,36.57142857142857,0.42857142857142855,1.0,0.28145789480751676,23,48,1,500.48
3748,1,72,72.0,,1,1,1,1,1,1,9,4,1,72.0,1.0,1.0,,72,72,0,83.16000000000001
3749,7,406,58.0,15.545631755148026,2,7,2,4,2,1,9,4,1,58.0,0.2857142857142857,1.0,0.2680281337094487,38,82,1,759.2200000000001
3750,1,28,28.0,,1,1,1,1,1,1,29,4,1,28.0,1.0,1.0,,28,28,0,32.34
3751,7,327,46.714285714285715,16.898858794943184,2,7,6,4,2,4,29,4,1,46.714285714285715,0.2857142857142857,1.0,0.3617492708397623,20,77,1,611.4900000000001
3752,10,399,39.9,15.898637258163564,2,9,6,5,2,2,29,4,1,39.9,0.2,0.9,0.39846208667076605,28,82,1,877.8000000000001
3753,4,186,46.5,12.069244660154448,3,4,3,3,1,2,29,4,1,46.5,0.75,1.0,0.259553648605472,33,62,0,299.4599999999999
3754,3,128,42.666666666666664,8.082903768654761,1,3,3,2,1,2,41,4,1,42.666666666666664,0.3333333333333333,1.0,0.18944305707784598,38,52,0,174.72000000000003
3755,3,114,38.0,0.0,1,2,2,1,1,1,9,4,1,38.0,0.3333333333333333,0.6666666666666666,0.0,38,38,0,155.61
3756,3,143,47.666666666666664,4.509249752822895,2,3,3,3,1,2,9,4,1,47.666666666666664,0.6666666666666666,1.0,0.09459964516411669,43,52,0,204.49
3757,2,104,52.0,0.0,1,1,1,1,1,1,9,4,1,52.0,0.5,0.5,0.0,52,52,0,131.04
3758,1,28,28.0,,1,1,1,1,1,1,29,4,1,28.0,1.0,1.0,,28,28,0,32.34
3759,1,43,43.0,,1,1,1,1,1,1,29,4,1,43.0,1.0,1.0,,43,43,0,49.665000000000006
3760,30,1375,45.833333333333336,9.68498066981616,4,10,7,5,2,3,24,4,1,45.833333333333336,0.13333333333333333,0.3333333333333333,0.2113086691596253,38,62,1,6600.0
3761,2,81,40.5,3.5355339059327378,2,2,2,2,2,1,9,4,1,40.5,1.0,1.0,0.08729713347982068,38,43,0,106.92000000000002
3762,3,136,45.333333333333336,8.736894948054104,2,3,3,3,1,3,29,4,1,45.333333333333336,0.6666666666666666,1.0,0.19272562385413464,38,55,0,194.48000000000002
3763,14,580,41.42857142857143,11.560638029466698,4,14,8,6,2,2,29,4,1,41.42857142857143,0.2857142857142857,1.0,0.2790498834698858,23,72,1,1670.4000000000003
3764,24,978,40.75,11.737157644217675,4,17,8,4,2,5,29,4,1,40.75,0.16666666666666666,0.7083333333333334,0.2880284084470595,23,62,1,3990.2400000000002
3765,1,38,38.0,,1,1,1,1,1,1,29,4,1,38.0,1.0,1.0,,38,38,0,43.89000000000001
3766,17,677,39.8235294117647,11.203990885604375,3,15,5,5,2,4,29,4,1,39.8235294117647,0.17647058823529413,0.8823529411764706,0.28134098235638755,23,65,1,2102.085
3767,2,76,38.0,0.0,1,1,1,1,1,1,24,4,1,38.0,0.5,0.5,0.0,38,38,0,95.76
3768,1,23,23.0,,1,1,1,1,1,1,29,4,1,23.0,1.0,1.0,,23,23,0,26.565
3769,2,91,45.5,3.5355339059327378,1,2,2,1,2,2,29,4,1,45.5,0.5,1.0,0.0777040418886316,43,48,0,114.66000000000001
3770,12,537,44.75,13.150354298718273,3,10,7,6,2,3,29,4,1,44.75,0.25,0.8333333333333334,0.29386266589314575,28,62,1,1358.61
3771,1,57,57.0,,1,1,1,1,1,1,9,4,1,57.0,1.0,1.0,,57,57,0,65.83500000000001
3772,5,228,45.6,13.903237033151667,2,5,5,4,2,3,29,4,1,45.6,0.4,1.0,0.3048955489726243,33,67,0,376.20000000000005
3773,11,457,41.54545454545455,8.262731223556003,2,10,5,5,2,4,29,4,1,41.54545454545455,0.18181818181818182,0.9090909090909091,0.19888412135473965,28,52,1,1055.67
3774,10,511,51.1,17.32980733367288,1,10,3,4,1,1,9,4,1,51.1,0.1,1.0,0.3391351728703107,28,82,1,1073.1000000000001
3775,3,79,26.333333333333332,5.773502691896258,1,2,2,2,2,2,29,4,1,26.333333333333332,0.3333333333333333,0.6666666666666666,0.21924693766694653,23,33,0,107.83500000000001
3776,2,95,47.5,13.435028842544403,1,2,2,2,1,1,29,4,1,47.5,0.5,1.0,0.282842712474619,38,57,0,119.7
3777,1,48,48.0,,1,1,1,1,1,1,29,4,1,48.0,1.0,1.0,,48,48,0,55.440000000000005
3778,4,157,39.25,10.307764064044152,2,4,4,3,2,1,29,4,1,39.25,0.5,1.0,0.2626181927145007,28,48,0,241.78
3779,5,257,51.4,12.895735729302148,1,5,3,4,1,1,29,4,1,51.4,0.2,1.0,0.2508898001809756,38,67,0,404.77500000000003
3780,3,160,53.333333333333336,9.609023536933051,2,3,3,3,2,2,29,4,1,53.333333333333336,0.6666666666666666,1.0,0.1801691913174947,43,62,0,228.8
3783,16,584,36.5,11.32548748031036,2,15,4,6,2,3,29,4,1,36.5,0.125,0.9375,0.31028732822768107,23,62,1,1670.2400000000002
3784,1,48,48.0,,1,1,1,1,1,1,29,4,1,48.0,1.0,1.0,,48,48,0,55.440000000000005
3785,1,33,33.0,,1,1,1,1,1,1,29,4,1,33.0,1.0,1.0,,33,33,0,38.11500000000001
3786,27,1201,44.48148148148148,16.286781734254905,3,21,7,6,2,3,29,4,1,44.48148148148148,0.1111111111111111,0.7777777777777778,0.3661474661322918,18,82,1,5110.254999999999
3787,2,86,43.0,0.0,1,2,1,2,1,1,29,4,1,43.0,0.5,1.0,0.0,43,43,0,108.36000000000001
3788,2,76,38.0,0.0,2,2,2,2,1,1,29,4,1,38.0,1.0,1.0,0.0,38,38,0,100.32000000000001
3789,6,203,33.833333333333336,3.7638632635454052,3,6,5,4,2,3,29,4,1,33.833333333333336,0.5,1.0,0.11124719005552922,28,38,1,373.52
3790,3,152,50.666666666666664,15.50268793897798,2,3,3,3,2,1,29,4,1,50.666666666666664,0.6666666666666666,1.0,0.30597410405877595,33,62,0,217.36
3791,8,299,37.375,7.763237542601485,2,8,6,5,2,4,29,4,1,37.375,0.25,1.0,0.2077120412736183,28,48,1,592.0200000000001
3792,1,52,52.0,,1,1,1,1,1,1,29,4,1,52.0,1.0,1.0,,52,52,0,60.06
3793,2,81,40.5,3.5355339059327378,1,2,2,2,2,1,29,4,1,40.5,0.5,1.0,0.08729713347982068,38,43,0,102.06
3794,7,309,44.142857142857146,8.970852271450607,2,7,6,5,2,2,29,4,1,44.142857142857146,0.2857142857142857,1.0,0.2032231906153859,38,57,1,577.8300000000002
3795,3,162,54.0,17.08800749063506,2,3,3,3,1,2,29,4,1,54.0,0.6666666666666666,1.0,0.31644458315990853,38,72,0,231.66000000000003
3796,5,190,38.0,6.123724356957944,2,5,2,4,2,3,29,4,1,38.0,0.4,1.0,0.16115064097257747,28,43,0,313.5
3797,1,33,33.0,,1,1,1,1,1,1,29,4,1,33.0,1.0,1.0,,33,33,0,38.11500000000001
3798,1,23,23.0,,1,1,1,1,1,1,29,4,1,23.0,1.0,1.0,,23,23,0,26.565
3799,7,270,38.57142857142857,12.739141034061687,3,5,4,3,2,2,29,4,1,38.57142857142857,0.42857142857142855,0.7142857142857143,0.3302740268090067,28,62,1,527.85
3800,4,157,39.25,11.814539065631521,2,4,4,4,1,2,29,4,1,39.25,0.5,1.0,0.3010073647294655,23,48,0,241.78
3801,6,232,38.666666666666664,11.604596790352808,1,4,3,4,2,2,29,4,1,38.666666666666664,0.16666666666666666,0.6666666666666666,0.3001188825091244,33,62,1,389.76000000000005
3802,4,181,45.25,10.012492197250392,2,4,3,4,2,2,29,4,1,45.25,0.5,1.0,0.22127054579558877,33,57,0,278.74
3803,11,424,38.54545454545455,13.938175177286562,2,11,9,5,2,3,29,4,1,38.54545454545455,0.18181818181818182,1.0,0.3616036012975287,26,62,1,979.4400000000002
3804,1,57,57.0,,1,1,1,1,1,1,29,4,1,57.0,1.0,1.0,,57,57,0,65.83500000000001
3805,3,148,49.333333333333336,19.629909152447276,1,2,1,2,2,1,29,4,1,49.333333333333336,0.3333333333333333,0.6666666666666666,0.39790356390095827,38,72,0,202.02
3806,4,214,53.5,12.069244660154448,1,4,3,3,1,2,29,4,1,53.5,0.25,1.0,0.225593358133728,38,67,0,314.58
3808,1,57,57.0,,1,1,1,1,1,1,29,4,1,57.0,1.0,1.0,,57,57,0,65.83500000000001
3809,1,48,48.0,,1,1,1,1,1,1,29,4,1,48.0,1.0,1.0,,48,48,0,55.440000000000005
3810,1,26,26.0,,1,1,1,1,1,1,29,4,1,26.0,1.0,1.0,,26,26,0,30.03
3811,5,209,41.8,7.049822692805828,3,5,5,3,2,2,29,4,1,41.8,0.6,1.0,0.16865604528243608,33,52,0,360.525
3812,1,38,38.0,,1,1,1,1,1,1,29,4,1,38.0,1.0,1.0,,38,38,0,43.89000000000001
3813,10,428,42.8,10.293471501663351,2,9,6,5,2,2,29,4,1,42.8,0.2,0.9,0.24050167059961103,33,60,1,941.6
3814,11,485,44.09090909090909,13.209500713157524,2,11,7,5,1,3,29,4,1,44.09090909090909,0.18181818181818182,1.0,0.2995969233912016,23,67,1,1120.3500000000001
3815,10,362,36.2,10.228500487472354,2,10,5,6,1,3,29,4,1,36.2,0.2,1.0,0.28255526208487164,20,48,1,796.4000000000001
3816,1,33,33.0,,1,1,1,1,1,1,29,4,1,33.0,1.0,1.0,,33,33,0,38.11500000000001
3817,2,105,52.5,13.435028842544403,1,2,2,2,2,2,29,4,1,52.5,0.5,1.0,0.2559053112865601,43,62,0,132.3
3818,9,339,37.666666666666664,12.389511693363865,1,8,3,5,2,1,29,4,1,37.666666666666664,0.1111111111111111,0.8888888888888888,0.32892508920435043,28,65,1,676.3050000000001
3819,4,224,56.0,9.865765724632494,1,4,2,3,1,2,16,4,1,56.0,0.25,1.0,0.17617438793986598,43,67,0,329.28
3820,6,247,41.166666666666664,20.497967378905322,2,4,3,4,2,1,29,4,1,41.166666666666664,0.3333333333333333,0.6666666666666666,0.4979263330908176,28,82,1,434.7200000000001
3821,4,152,38.0,9.128709291752768,2,4,2,3,1,2,29,4,1,38.0,0.5,1.0,0.24022919188823075,28,48,0,234.08
3822,1,38,38.0,,1,1,1,1,1,1,29,4,1,38.0,1.0,1.0,,38,38,0,43.89000000000001
3823,2,71,35.5,10.606601717798213,1,2,2,2,2,1,29,4,1,35.5,0.5,1.0,0.29877751317741447,28,43,0,89.46000000000001
3824,2,56,28.0,0.0,2,2,2,2,2,2,29,4,1,28.0,1.0,1.0,0.0,28,28,0,73.92000000000002
3825,7,271,38.714285714285715,16.859362242922927,3,7,7,4,2,3,29,4,1,38.714285714285715,0.42857142857142855,1.0,0.43548168155151473,20,60,1,529.8050000000001
3826,2,86,43.0,7.0710678118654755,2,2,2,2,2,1,29,4,1,43.0,1.0,1.0,0.16444343748524362,38,48,0,113.52000000000001
3827,2,114,57.0,0.0,1,1,1,1,1,1,29,4,1,57.0,0.5,0.5,0.0,57,57,0,143.64
3828,2,114,57.0,7.0710678118654755,1,2,2,2,1,1,29,4,1,57.0,0.5,1.0,0.12405382126079782,52,62,0,143.64
3829,1,38,38.0,,1,1,1,1,1,1,29,4,1,38.0,1.0,1.0,,38,38,0,43.89000000000001
3830,5,175,35.0,9.746794344808963,1,5,3,4,2,1,29,4,1,35.0,0.2,1.0,0.27847983842311325,23,48,0,275.625
3831,21,851,40.523809523809526,7.256852262648368,4,11,5,5,2,3,29,4,1,40.523809523809526,0.19047619047619047,0.5238095238095238,0.179076260300371,33,62,1,3165.72
3832,14,672,48.0,13.185073145271277,1,10,3,4,2,1,9,4,1,48.0,0.07142857142857142,0.7142857142857143,0.27468902385981825,28,72,1,1693.4400000000003
3833,1,23,23.0,,1,1,1,1,1,1,29,4,1,23.0,1.0,1.0,,23,23,0,26.565
3834,13,626,48.15384615384615,15.076726843306949,3,13,7,6,2,3,9,4,1,48.15384615384615,0.23076923076923078,1.0,0.31309496639455325,28,77,1,1655.7699999999998
3835,6,188,31.333333333333332,7.52772652709081,2,6,4,3,2,3,29,4,1,31.333333333333332,0.3333333333333333,1.0,0.24024659129013223,18,38,1,330.88000000000005
3836,7,271,38.714285714285715,5.3452248382484875,2,4,3,4,1,4,29,4,1,38.714285714285715,0.2857142857142857,0.5714285714285714,0.138068538257341,33,43,1,506.7700000000001
3837,3,114,38.0,0.0,1,1,1,1,1,1,29,4,1,38.0,0.3333333333333333,0.3333333333333333,0.0,38,38,0,155.61
3838,4,203,50.75,12.0381338531629,2,4,1,3,1,1,29,4,1,50.75,0.5,1.0,0.23720460794409656,38,62,0,312.62
3839,1,38,38.0,,1,1,1,1,1,1,29,4,1,38.0,1.0,1.0,,38,38,0,43.89000000000001
3840,4,176,44.0,7.118052168020874,2,4,3,3,2,2,29,4,1,44.0,0.5,1.0,0.16177391290956533,38,52,0,271.04
3841,4,171,42.75,12.526638282742368,2,4,2,3,2,3,29,4,1,42.75,0.5,1.0,0.29302077854368114,28,57,0,263.34
3842,1,43,43.0,,1,1,1,1,1,1,46,4,1,43.0,1.0,1.0,,43,43,0,49.665000000000006
3843,3,99,33.0,5.0,1,3,2,2,2,2,29,4,1,33.0,0.3333333333333333,1.0,0.15151515151515152,28,38,0,135.13500000000002
3844,4,201,50.25,21.297495940446456,3,4,3,4,1,2,29,4,1,50.25,0.75,1.0,0.42383076498400907,38,82,0,323.60999999999996
3845,4,182,45.5,5.000000000000001,2,4,4,4,1,1,29,4,1,45.5,0.5,1.0,0.10989010989010992,38,48,0,280.28000000000003
3846,3,104,34.666666666666664,5.773502691896256,2,3,1,2,2,1,29,4,1,34.666666666666664,0.6666666666666666,1.0,0.16654334688162278,28,38,0,148.72000000000003
3847,1,33,33.0,,1,1,1,1,1,1,24,4,1,33.0,1.0,1.0,,33,33,0,38.11500000000001
3848,10,374,37.4,11.413442367080437,2,9,5,6,2,2,29,4,1,37.4,0.2,0.9,0.30517225580428975,23,62,1,822.8000000000001
3849,8,279,34.875,5.303300858899107,2,8,6,5,2,4,29,4,1,34.875,0.25,1.0,0.15206597444871991,28,43,1,552.4200000000001
3850,2,76,38.0,14.142135623730951,2,2,2,2,1,1,29,4,1,38.0,1.0,1.0,0.37216146378239345,28,48,0,100.32000000000001
3851,5,272,54.4,21.46625258399798,1,5,3,4,1,2,29,4,1,54.4,0.2,1.0,0.3946002313234923,28,82,0,428.40000000000003
3853,4,132,33.0,7.0710678118654755,1,4,3,4,2,1,29,4,1,33.0,0.25,1.0,0.21427478217774168,23,38,0,194.04
3854,5,175,35.0,6.70820393249937,2,4,4,3,2,1,29,4,1,35.0,0.4,0.8,0.19166296949998202,28,43,0,288.75
3855,1,33,33.0,,1,1,1,1,1,1,29,4,1,33.0,1.0,1.0,,33,33,0,38.11500000000001
3856,2,71,35.5,10.606601717798213,1,2,2,2,1,1,29,4,1,35.5,0.5,1.0,0.29877751317741447,28,43,0,89.46000000000001
3857,13,570,43.84615384615385,13.873512856315774,2,11,7,4,2,4,29,4,1,43.84615384615385,0.15384615384615385,0.8461538461538461,0.31641345110895625,28,67,1,1442.1000000000001
